Instance,Terminal,Layer,X location,Y location,Voltage
dc_inst.x2.x8,VPWR,li1,23.6900,13.6000,1.799999
dc_inst.x2.x7,VPWR,li1,22.3100,13.6000,1.799999
dc_inst.x2.x6,VPWR,li1,23.6900,13.6000,1.799999
dc_inst.x2.x5,VPWR,li1,25.0700,19.0400,1.799999
dc_inst.x2.x4,VPWR,li1,23.6900,19.0400,1.799999
dc_inst.x2.x3,VPWR,li1,22.3100,19.0400,1.799999
dc_inst.x2.x20,VPWR,li1,26.6800,29.9200,1.799994
dc_inst.x2.x2,VPWR,li1,20.9300,19.0400,1.799999
dc_inst.x2.x19,VPWR,li1,25.0700,29.9200,1.799995
dc_inst.x2.x18,VPWR,li1,26.9100,24.4800,1.800000
dc_inst.x2.x17,VPWR,li1,26.9100,24.4800,1.800000
dc_inst.x2.x16,VPWR,li1,25.5300,24.4800,1.800000
dc_inst.x2.x15,VPWR,li1,26.9100,19.0400,1.799999
dc_inst.x2.x14,VPWR,li1,26.9100,19.0400,1.799999
dc_inst.x2.x13,VPWR,li1,28.2900,19.0400,1.799998
dc_inst.x2.x12,VPWR,li1,26.4500,13.6000,1.799999
dc_inst.x2.x11,VPWR,li1,27.8300,13.6000,1.799999
dc_inst.x2.x10,VPWR,li1,29.2100,13.6000,1.799999
dc_inst.x2.x1,VPWR,li1,20.4700,19.0400,1.799999
dc_inst.x10,VPWR,li1,20.9300,35.3600,1.799965
dc_inst.x1.x9,VPWR,li1,29.2100,19.0400,1.799998
dc_inst.x1.x8,VPWR,li1,29.2100,24.4800,1.800000
dc_inst.x1.x7,VPWR,li1,30.5900,19.0400,1.799998
dc_inst.x1.x6,VPWR,li1,36.5700,24.4800,1.800000
dc_inst.x1.x5,VPWR,li1,33.8100,24.4800,1.800000
dc_inst.x1.x4,VPWR,li1,30.5900,24.4800,1.800000
dc_inst.x1.x3,VPWR,li1,33.8100,29.9200,1.799994
dc_inst.x1.x20,VPWR,li1,21.6200,24.4800,1.800000
dc_inst.x1.x2,VPWR,li1,32.4300,24.4800,1.800000
dc_inst.x1.x19,VPWR,li1,22.7700,19.0400,1.799999
dc_inst.x1.x18,VPWR,li1,20.0100,24.4800,1.800000
dc_inst.x1.x17,VPWR,li1,24.6100,19.0400,1.799999
dc_inst.x1.x16,VPWR,li1,24.1500,24.4800,1.800000
dc_inst.x1.x15,VPWR,li1,31.0500,24.4800,1.800000
dc_inst.x1.x14,VPWR,li1,28.2900,24.4800,1.800000
dc_inst.x1.x13,VPWR,li1,29.6700,24.4800,1.800000
dc_inst.x1.x12,VPWR,li1,35.1900,24.4800,1.800000
